gene	chrom	start	end
Smp_150640	SM_V7_4	1479495	1542638
Smp_150650	SM_V7_4	1425235	1441490
Smp_150660	SM_V7_4	1314314	1417163
Smp_150680	SM_V7_4	1194820	1208254
Smp_150690	SM_V7_4	1171890	1173540
Smp_150700	SM_V7_4	1031488	1057286
Smp_150740	SM_V7_1	16146418	16200968
Smp_150750	SM_V7_1	16050092	16146113
Smp_150840	SM_V7_4	28251283	28273810
Smp_150850	SM_V7_4	28206331	28251389
Smp_150860	SM_V7_4	28104143	28142865
Smp_150870	SM_V7_4	27971508	27986419
Smp_150890	SM_V7_4	27881823	27900822
Smp_150960	SM_V7_4	46416003	46435745
Smp_150980	SM_V7_4	46569616	46614170
Smp_150990	SM_V7_4	46615526	46653195
Smp_151010	SM_V7_4	46992949	47011252
Smp_151020	SM_V7_4	46955796	46956570
Smp_151030	SM_V7_4	46933391	46946172
Smp_151040	SM_V7_4	46920666	46925777
Smp_151050	SM_V7_4	46876034	46892452
Smp_151060	SM_V7_4	46842866	46868227
Smp_151070	SM_V7_4	46801586	46817491
Smp_151100	SM_V7_ZW	73554631	73655968
Smp_151140	SM_V7_ZW	73344725	73431203
Smp_151180	SM_V7_ZW	73073190	73078402
Smp_151190	SM_V7_ZW	73046008	73059424
Smp_151200	SM_V7_ZW	59128986	59132122
Smp_151220	SM_V7_ZW	59145276	59148410
Smp_151260	SM_V7_ZW	59581822	59583661
Smp_151270	SM_V7_ZW	59661352	59661786
Smp_151280	SM_V7_ZW	59732368	59786628
Smp_151310	SM_V7_ZW	59975216	60041210
Smp_151320	SM_V7_ZW	60063796	60067580
Smp_151330	SM_V7_1	61958933	61974959
Smp_151360	SM_V7_1	61879816	61883295
Smp_151380	SM_V7_1	61720918	61777265
Smp_151410	SM_V7_1	61571606	61604892
Smp_151420	SM_V7_1	61323266	61374646
Smp_151440	SM_V7_4	38507508	38522102
Smp_151450	SM_V7_4	38537574	38540852
Smp_151480	SM_V7_4	38765586	38768599
Smp_151490	SM_V7_4	38778476	38808078
Smp_151520	SM_V7_4	38899226	38924241
Smp_151560	SM_V7_3	47990287	48006908
Smp_151570	SM_V7_3	47968656	47988458
Smp_151580	SM_V7_3	47956525	47964207
Smp_151590	SM_V7_3	47907341	47935897
Smp_151600	SM_V7_3	47863151	47885417
Smp_151640	SM_V7_1	7372800	7389785
Smp_151650	SM_V7_1	7438097	7443505
Smp_151660	SM_V7_1	7461709	7463936
Smp_151670	SM_V7_1	7474869	7496185
Smp_151690	SM_V7_ZW	42965810	42966670
Smp_151720	SM_V7_3	2644247	2671451
Smp_151730	SM_V7_3	2623483	2634462
Smp_151740	SM_V7_3	2562924	2620043
Smp_151750	SM_V7_3	2526788	2553900
Smp_151780	SM_V7_3	2476904	2480775
Smp_151820	SM_V7_4	42888615	42908765
Smp_151920	SM_V7_ZW	66354059	66401622
Smp_151930	SM_V7_ZW	66339269	66353374
Smp_152000	SM_V7_1	77823375	77883961
Smp_152030	SM_V7_1	78001059	78014693
Smp_152040	SM_V7_1	78022022	78022663
Smp_152060	SM_V7_1	78070961	78102014
Smp_152090	SM_V7_1	78211258	78228949
Smp_152110	SM_V7_1	78236180	78266594
Smp_152130	SM_V7_1	78267239	78340114
Smp_152180	SM_V7_1	8073323	8093601
Smp_152190	SM_V7_1	8109814	8118471
Smp_152200	SM_V7_1	8130105	8138252
Smp_152210	SM_V7_1	8146443	8156361
Smp_152220	SM_V7_1	8165348	8189031
Smp_152230	SM_V7_1	8216595	8255041
Smp_152260	SM_V7_1	8264155	8362750
Smp_152270	SM_V7_1	8392276	8398379
Smp_152280	SM_V7_1	8435236	8504190
Smp_152290	SM_V7_1	8558677	8652972
Smp_152300	SM_V7_1	8719176	8726607
Smp_152310	SM_V7_1	8743539	8756292
Smp_152330	SM_V7_ZW	4827213	4911547
Smp_152350	SM_V7_ZW	4613615	4675213
Smp_152370	SM_V7_ZW	4488287	4510649
Smp_152380	SM_V7_ZW	4430965	4448904
Smp_152390	SM_V7_ZW	4303595	4312584
Smp_152400	SM_V7_ZW	4279817	4295286
Smp_152430	SM_V7_5	5621222	5665711
Smp_152440	SM_V7_5	5677526	5692641
Smp_152500	SM_V7_4	39586708	39699692
Smp_152510	SM_V7_4	39570608	39584758
Smp_152520	SM_V7_4	39538079	39559234
Smp_152530	SM_V7_4	39505908	39515195
Smp_152550	SM_V7_5	7123424	7189488
Smp_152570	SM_V7_5	6997402	7034086
Smp_152580	SM_V7_5	6147056	6161967
Smp_152590	SM_V7_5	6263059	6267003
Smp_152630	SM_V7_5	6478197	6491961
Smp_152650	SM_V7_5	6653395	6681579
Smp_152670	SM_V7_5	6742528	6751161
Smp_152700	SM_V7_5	6912268	6914402
Smp_152710	SM_V7_5	6967752	6986698
Smp_152740	SM_V7_1	43115301	43131087
Smp_152750	SM_V7_1	43183633	43212916
Smp_152760	SM_V7_1	43212981	43217435
Smp_152790	SM_V7_1	43369121	43376755
Smp_152800	SM_V7_1	43380977	43419777
Smp_152830	SM_V7_1	43617948	43706788
Smp_152840	SM_V7_1	43718122	43762849
Smp_152850	SM_V7_1	43783912	43793827
Smp_152860	SM_V7_1	43812686	43846218
Smp_152870	SM_V7_1	43947215	43962596
Smp_152920	SM_V7_7	8874583	8877196
Smp_152940	SM_V7_7	8928255	8964122
Smp_152960	SM_V7_7	8988766	9051462
Smp_152980	SM_V7_7	9069076	9082277
Smp_152990	SM_V7_7	9086017	9111052
Smp_153010	SM_V7_7	9420237	9455014
Smp_153070	SM_V7_7	9834546	9868070
Smp_153090	SM_V7_7	9892664	9918777
Smp_153100	SM_V7_7	9940385	10050648
Smp_153110	SM_V7_ZW	66901058	66934443
Smp_153140	SM_V7_ZW	10796458	10929704
Smp_153150	SM_V7_ZW	10772802	10792726
Smp_153160	SM_V7_ZW	10740979	10746254
Smp_153170	SM_V7_ZW	10666342	10738454
Smp_153190	SM_V7_ZW	10490920	10512460
Smp_153200	SM_V7_ZW	10331188	10338480
Smp_153210	SM_V7_ZW	10294415	10296360
Smp_153220	SM_V7_ZW	10274854	10279005
Smp_153250	SM_V7_ZW	10010200	10050384
Smp_153270	SM_V7_ZW	9912013	9935036
Smp_153290	SM_V7_5	11560740	11582672
Smp_153300	SM_V7_5	11608127	11617252
Smp_153330	SM_V7_5	11683338	11684562
Smp_153340	SM_V7_5	11740587	11749732
Smp_153350	SM_V7_5	11763916	11771634
Smp_153370	SM_V7_5	11807988	11813972
Smp_153390	SM_V7_5	11940111	11945822
Smp_153410	SM_V7_5	12012426	12033886
Smp_153430	SM_V7_5	12203816	12227696
Smp_153440	SM_V7_5	12231117	12277516
Smp_153460	SM_V7_ZW	45539669	45571159
Smp_153480	SM_V7_ZW	45596823	45640257
Smp_153490	SM_V7_ZW	45640620	45654609
Smp_153500	SM_V7_ZW	45678464	45709049
Smp_153520	SM_V7_ZW	45773663	45792763
Smp_153530	SM_V7_ZW	45794910	45801609
Smp_153540	SM_V7_ZW	45813443	45834729
Smp_153550	SM_V7_ZW	45837656	45843659
Smp_153560	SM_V7_ZW	45865943	45886676
Smp_153580	SM_V7_ZW	45915634	45974303
Smp_153590	SM_V7_ZW	46008267	46047943
Smp_153610	SM_V7_ZW	46164247	46181644
Smp_153640	SM_V7_ZW	46374656	46455584
Smp_153660	SM_V7_ZW	46463890	46472488
Smp_153690	SM_V7_ZW	46529119	46620087
Smp_153700	SM_V7_ZW	46647910	46655886
Smp_153710	SM_V7_ZW	46736692	46749446
Smp_153720	SM_V7_ZW	46761670	46809555
Smp_153750	SM_V7_ZW	25091571	25092313
Smp_153760	SM_V7_ZW	25038167	25079883
Smp_153770	SM_V7_ZW	25007357	25032321
Smp_153780	SM_V7_ZW	24854786	24929755
Smp_153790	SM_V7_4	29289691	29291756
Smp_153810	SM_V7_4	29218533	29254890
Smp_153820	SM_V7_4	29148075	29184420
Smp_153840	SM_V7_4	29077534	29144989
Smp_153870	SM_V7_4	28909231	28963205
Smp_153890	SM_V7_4	28763720	28768782
Smp_153920	SM_V7_4	29330568	29337735
Smp_153930	SM_V7_4	29416850	29440263
Smp_153950	SM_V7_4	29755956	29759447
Smp_153960	SM_V7_4	29828119	29856252
Smp_153970	SM_V7_4	29864366	29895550
Smp_153990	SM_V7_4	29952384	30015857
Smp_154000	SM_V7_ZW	36331261	36349180
Smp_154040	SM_V7_ZW	36260904	36278803
Smp_154080	SM_V7_6	15067249	15069592
Smp_154090	SM_V7_6	15058576	15066882
Smp_154100	SM_V7_6	15019159	15033912
Smp_154120	SM_V7_6	14943837	14944399
Smp_154130	SM_V7_6	14905969	14908200
Smp_154160	SM_V7_5	17838226	17844602
Smp_154180	SM_V7_1	85827656	85830782
Smp_154220	SM_V7_6	20336836	20341438
Smp_154250	SM_V7_6	16945561	16980495
Smp_154260	SM_V7_6	16647202	16649928
Smp_154270	SM_V7_6	16653788	16679185
Smp_154280	SM_V7_6	16792587	16801468
Smp_154290	SM_V7_6	16827069	16829762
Smp_154320	SM_V7_2	26595235	26613663
Smp_154330	SM_V7_2	26650156	26657738
Smp_154340	SM_V7_1	67351738	67362542
Smp_154370	SM_V7_ZW	34958327	34962672
Smp_154390	SM_V7_ZW	34874409	34876172
Smp_154410	SM_V7_1	34319866	34352255
Smp_154420	SM_V7_1	34489434	34518152
Smp_154470	SM_V7_ZW	62069158	62096322
Smp_154490	SM_V7_ZW	61887610	61947666
Smp_154500	SM_V7_ZW	61858405	61859758
Smp_154520	SM_V7_5	9160856	9214725
Smp_154530	SM_V7_5	9255136	9256799
Smp_154560	SM_V7_5	9341593	9386850
Smp_154590	SM_V7_5	1389042	1390736
Smp_154600	SM_V7_1	88617124	88653908
Smp_154610	SM_V7_1	88537753	88581292
Smp_154620	SM_V7_1	54388661	54442356
Smp_154640	SM_V7_1	54364364	54372803
Smp_154650	SM_V7_1	54326673	54356000
Smp_154670	SM_V7_1	54235154	54240097
Smp_154680	SM_V7_1	54213892	54219350
Smp_154690	SM_V7_1	54148246	54164510
Smp_154730	SM_V7_1	68195966	68269169
Smp_154740	SM_V7_1	68340762	68347726
Smp_154760	SM_V7_1	68415660	68494591
Smp_154780	SM_V7_1	68555230	68575484
Smp_154830	SM_V7_2	34056737	34087378
Smp_154840	SM_V7_2	34029069	34046138
Smp_154850	SM_V7_2	33817876	33937158
Smp_154870	SM_V7_2	33749861	33773944
Smp_154880	SM_V7_2	33717312	33730527
Smp_154900	SM_V7_2	33618961	33631415
Smp_154910	SM_V7_2	33538111	33564265
Smp_154930	SM_V7_2	33476561	33487423
Smp_154940	SM_V7_ZW	3925639	3943383
Smp_154960	SM_V7_1	5486264	5504469
Smp_154970	SM_V7_1	5393467	5413313
Smp_154980	SM_V7_1	5335524	5364739
Smp_155000	SM_V7_ZW	78113164	78143490
Smp_155020	SM_V7_ZW	77981094	78013986
Smp_155030	SM_V7_ZW	77867314	77923558
Smp_155040	SM_V7_ZW	77781381	77845035
Smp_155050	SM_V7_ZW	77643914	77769977
Smp_155060	SM_V7_ZW	77574221	77575637
Smp_155110	SM_V7_ZW	83834537	83835953
Smp_155210	SM_V7_5	19991185	19993720
Smp_155290	SM_V7_1	83006379	83061522
Smp_155310	SM_V7_1	82784393	82810612
Smp_155320	SM_V7_1	82733127	82761672
Smp_155330	SM_V7_1	82665107	82721322
Smp_155340	SM_V7_1	82583590	82629957
Smp_155360	SM_V7_ZW	42284436	42287041
Smp_155370	SM_V7_ZW	42303775	42336111
Smp_155380	SM_V7_ZW	42355366	42363821
Smp_155390	SM_V7_ZW	42379695	42401039
Smp_155400	SM_V7_ZW	42406402	42425781
Smp_155420	SM_V7_ZW	42508055	42527770
Smp_155450	SM_V7_ZW	42636254	42698591
Smp_155480	SM_V7_ZW	42738836	42748680
Smp_155500	SM_V7_ZW	42886094	42952922
Smp_155510	SM_V7_6	1241402	1258399
Smp_155520	SM_V7_6	1034525	1051419
Smp_155530	SM_V7_6	1009113	1024599
Smp_155560	SM_V7_6	892781	901279
Smp_155590	SM_V7_2	40293099	40302237
Smp_155620	SM_V7_2	40478512	40482727
Smp_155630	SM_V7_2	40497249	40507147
Smp_155640	SM_V7_2	40507196	40514711
Smp_155700	SM_V7_2	44725074	44739449
Smp_155720	SM_V7_7	2588474	2607799
Smp_155740	SM_V7_4	33581785	33623161
Smp_155750	SM_V7_4	33543344	33573971
Smp_155760	SM_V7_4	33536170	33536811
Smp_155770	SM_V7_4	33507047	33517281
Smp_155780	SM_V7_4	33421270	33476651
Smp_155790	SM_V7_4	33414517	33418678
Smp_155810	SM_V7_4	33314378	33395441
Smp_155840	SM_V7_4	34164524	34179522
Smp_155850	SM_V7_4	34065144	34163470
Smp_155860	SM_V7_4	34021947	34023260
Smp_155900	SM_V7_4	33713025	33714838
Smp_155970	SM_V7_ZW	72228233	72244650
Smp_156000	SM_V7_4	11960474	12011902
Smp_156050	SM_V7_4	11711793	11713353
Smp_156060	SM_V7_4	11716284	11748217
Smp_156100	SM_V7_4	2259664	2272561
Smp_156140	SM_V7_1	16704854	16780931
Smp_156150	SM_V7_4	2631639	2708035
Smp_156160	SM_V7_6	18108309	18191229
Smp_156170	SM_V7_6	18013826	18056135
Smp_156180	SM_V7_6	17888786	17941912
Smp_156230	SM_V7_6	17637858	17654002
Smp_156240	SM_V7_6	17627038	17634032
Smp_156250	SM_V7_3	29047416	29048358
Smp_156270	SM_V7_3	29074369	29078819
Smp_156280	SM_V7_3	29152109	29167896
Smp_156290	SM_V7_3	29219610	29260387
Smp_156300	SM_V7_3	29261301	29302438
Smp_156310	SM_V7_3	29343618	29347152
Smp_156340	SM_V7_3	29485710	29496691
Smp_156350	SM_V7_3	29504935	29532531
Smp_156370	SM_V7_3	29686436	29698355
Smp_156390	SM_V7_3	29745756	29824364
Smp_156400	SM_V7_2	25775704	25804361
Smp_156410	SM_V7_2	25915184	25930945
Smp_156450	SM_V7_2	26067107	26097708
Smp_156460	SM_V7_2	26232887	26254668
Smp_156470	SM_V7_2	26260305	26262669
Smp_156480	SM_V7_2	26265211	26319081
Smp_156500	SM_V7_2	26354390	26423031
Smp_156520	SM_V7_2	26848696	26867249
Smp_156540	SM_V7_2	26699656	26746880
Smp_156550	SM_V7_2	26665021	26671004
Smp_156630	SM_V7_4	22619629	22684164
Smp_156670	SM_V7_4	22896995	22915050
Smp_156720	SM_V7_2	19974646	20003690
Smp_156730	SM_V7_2	19941258	19947860
Smp_156740	SM_V7_6	12740781	12771475
Smp_156750	SM_V7_6	12836069	12860414
Smp_156780	SM_V7_6	13060701	13072599
Smp_156850	SM_V7_5	17402600	17436339
Smp_156860	SM_V7_5	17337998	17374703
Smp_156870	SM_V7_5	17275690	17305827
Smp_156880	SM_V7_5	17189647	17211256
Smp_156890	SM_V7_5	17003721	17103866
Smp_156900	SM_V7_5	16948148	16954689
Smp_156910	SM_V7_5	16842918	16910574
Smp_156930	SM_V7_5	16660578	16666679
Smp_156950	SM_V7_5	16599312	16613691
Smp_156960	SM_V7_5	16503672	16592966
Smp_156990	SM_V7_ZW	6493375	6503765
Smp_157000	SM_V7_ZW	6512800	6555715
Smp_157050	SM_V7_ZW	53888233	53890305
Smp_157070	SM_V7_ZW	53981617	53987182
Smp_157080	SM_V7_ZW	54045073	54054482
Smp_157100	SM_V7_ZW	54246376	54273256
Smp_157140	SM_V7_ZW	54356647	54399762
Smp_157150	SM_V7_ZW	54476944	54504079
Smp_157160	SM_V7_ZW	54504183	54519757
Smp_157200	SM_V7_ZW	54652483	54682075
Smp_157210	SM_V7_ZW	54686961	54688729
Smp_157220	SM_V7_ZW	54695947	54736199
Smp_157230	SM_V7_ZW	54781393	54808243
Smp_157240	SM_V7_2	18294341	18325040
Smp_157250	SM_V7_2	18261284	18264887
Smp_157290	SM_V7_2	17980459	18004845
Smp_157300	SM_V7_2	17948071	17978807
Smp_157310	SM_V7_2	17937096	17939908
Smp_157320	SM_V7_2	17794519	17809232
Smp_157340	SM_V7_2	17628573	17656268
Smp_157350	SM_V7_2	17537622	17590160
Smp_157360	SM_V7_2	17508559	17531652
Smp_157390	SM_V7_2	17061842	17105145
Smp_157400	SM_V7_2	17047229	17057633
Smp_157410	SM_V7_2	16995900	17040285
Smp_157450	SM_V7_2	16652950	16661222
Smp_157470	SM_V7_1	72704357	72730608
Smp_157510	SM_V7_1	73119103	73154931
Smp_157540	SM_V7_1	73391185	73433451
Smp_157560	SM_V7_1	73519386	73574851
Smp_157570	SM_V7_1	73583013	73621677
Smp_157590	SM_V7_1	73638056	73706437
Smp_157620	SM_V7_1	73753686	73864761
Smp_157640	SM_V7_1	73936076	73937936
Smp_157660	SM_V7_ZW	52000184	52012551
Smp_157670	SM_V7_ZW	51919866	51994191
Smp_157680	SM_V7_ZW	51907845	51911171
Smp_157690	SM_V7_ZW	51723424	51871070
Smp_157700	SM_V7_ZW	51658475	51677671
Smp_157710	SM_V7_ZW	51623495	51649729
Smp_157720	SM_V7_ZW	51593296	51617481
Smp_157730	SM_V7_ZW	51555484	51560463
Smp_157740	SM_V7_ZW	51524955	51553820
Smp_157750	SM_V7_ZW	51501680	51516323
Smp_157760	SM_V7_ZW	51388377	51427484
Smp_157770	SM_V7_ZW	51356487	51382642
Smp_157780	SM_V7_ZW	51337935	51342623
Smp_157790	SM_V7_ZW	51218867	51268128
Smp_157800	SM_V7_ZW	51191021	51201520
Smp_157830	SM_V7_ZW	50988531	51033035
Smp_157840	SM_V7_ZW	50909031	50943930
Smp_157860	SM_V7_ZW	50739466	50772282
Smp_157870	SM_V7_ZW	50655521	50689117
Smp_157910	SM_V7_ZW	36407736	36436788
Smp_157920	SM_V7_ZW	74544882	74592211
Smp_157930	SM_V7_ZW	74514455	74525531
Smp_157940	SM_V7_ZW	74482025	74486973
Smp_157950	SM_V7_2	4450693	4469064
Smp_157980	SM_V7_3	13950908	14057353
Smp_158030	SM_V7_ZW	30700718	30733449
Smp_158050	SM_V7_ZW	30462783	30488168
Smp_158110	SM_V7_4	4940383	4941792
Smp_158130	SM_V7_6	7985523	8018675
Smp_158140	SM_V7_6	7946859	7980093
Smp_158150	SM_V7_6	7906622	7925355
Smp_158160	SM_V7_6	7855380	7901605
Smp_158170	SM_V7_6	7826739	7852342
Smp_158180	SM_V7_6	7792072	7803655
Smp_158190	SM_V7_6	7727699	7773276
Smp_158210	SM_V7_6	7578511	7578804
Smp_158230	SM_V7_2	22360957	22407998
Smp_158240	SM_V7_2	22341886	22348568
Smp_158290	SM_V7_ZW	42988904	43000311
Smp_158310	SM_V7_ZW	43123874	43152116
Smp_158320	SM_V7_1	41194333	41227618
Smp_158330	SM_V7_1	41233382	41262352
Smp_158360	SM_V7_4	22439812	22466000
Smp_158380	SM_V7_4	22264076	22275492
Smp_158400	SM_V7_4	22203974	22250932
Smp_158430	SM_V7_1	4134852	4159477
Smp_158440	SM_V7_1	4174219	4188537
Smp_158450	SM_V7_1	55049133	55095457
Smp_158460	SM_V7_1	55144203	55159377
Smp_158470	SM_V7_1	55162153	55163037
Smp_158480	SM_V7_1	55166002	55207709
Smp_158490	SM_V7_1	55263433	55287101
Smp_158520	SM_V7_1	55372715	55397260
Smp_158540	SM_V7_1	68076693	68078356
Smp_158550	SM_V7_1	67942276	67984139
Smp_158560	SM_V7_1	67789210	67856434
Smp_158570	SM_V7_1	67743341	67774316
Smp_158590	SM_V7_6	6575588	6585310
Smp_158600	SM_V7_6	6546781	6564710
Smp_158610	SM_V7_6	6475624	6529764
Smp_158620	SM_V7_6	6413395	6459643
Smp_158630	SM_V7_6	6370565	6389480
Smp_158640	SM_V7_6	6357664	6358763
Smp_158660	SM_V7_6	6339702	6340542
Smp_158670	SM_V7_6	6296566	6336568
Smp_158690	SM_V7_6	6253276	6267944
Smp_158700	SM_V7_6	6184046	6190527
Smp_158710	SM_V7_6	6171757	6177632
Smp_158720	SM_V7_ZW	23199730	23274750
Smp_158730	SM_V7_ZW	23122133	23177020
Smp_158740	SM_V7_ZW	23028606	23030644
Smp_158750	SM_V7_ZW	22934894	22954266
Smp_158770	SM_V7_ZW	22838426	22859440
Smp_158810	SM_V7_4	10879769	10885880
Smp_158840	SM_V7_4	11045698	11064655
Smp_158860	SM_V7_4	11072179	11082928
Smp_158890	SM_V7_4	11174746	11191220
Smp_158910	SM_V7_4	11302334	11302945
Smp_158940	SM_V7_4	11398420	11398662
Smp_158950	SM_V7_5	4958757	4988216
Smp_158970	SM_V7_5	4895590	4911956
Smp_158980	SM_V7_5	4840440	4848764
Smp_158990	SM_V7_5	4748777	4812578
Smp_159020	SM_V7_1	54676834	54729816
Smp_159050	SM_V7_1	54899952	54960749
Smp_159060	SM_V7_1	54993623	55019295
Smp_159070	SM_V7_1	55021257	55040362
Smp_159090	SM_V7_ZW	38683837	38752162
Smp_159100	SM_V7_ZW	38616485	38644892
Smp_159110	SM_V7_ZW	38282237	38299131
Smp_159120	SM_V7_ZW	38232297	38258461
Smp_159130	SM_V7_ZW	38265585	38280298
Smp_159140	SM_V7_1	72612261	72655365
Smp_159150	SM_V7_1	72505262	72550707
Smp_159160	SM_V7_1	72464445	72502327
Smp_159180	SM_V7_2	38978656	39019493
Smp_159190	SM_V7_2	39037456	39072004
Smp_159290	SM_V7_6	12622965	12624624
Smp_159330	SM_V7_2	6282965	6298382
Smp_159340	SM_V7_2	6266556	6275562
Smp_159350	SM_V7_2	6142661	6176973
Smp_159370	SM_V7_2	18331453	18396197
Smp_159380	SM_V7_2	18500248	18518497
Smp_159450	SM_V7_ZW	56284797	56343152
Smp_159490	SM_V7_ZW	22597873	22607006
Smp_159510	SM_V7_ZW	22633463	22659311
Smp_159520	SM_V7_ZW	22702120	22720336
Smp_159550	SM_V7_1	9641289	9664499
Smp_159560	SM_V7_1	9719699	9774105
Smp_159570	SM_V7_1	9791713	9831537
Smp_159590	SM_V7_1	9874943	9878557
Smp_159600	SM_V7_1	9907913	9977559
Smp_159620	SM_V7_6	15719374	15733088
Smp_159630	SM_V7_3	11649724	11659909
Smp_159690	SM_V7_4	23350675	23362625
Smp_159700	SM_V7_4	23368700	23381085
Smp_159730	SM_V7_1	19222483	19256412
Smp_159740	SM_V7_1	19267276	19351218
Smp_159750	SM_V7_1	19351798	19402212
Smp_159780	SM_V7_1	19468333	19556937
Smp_159790	SM_V7_1	19664854	19776959
Smp_159800	SM_V7_3	35955221	35964431
Smp_159830	SM_V7_3	35830010	35839186
Smp_159840	SM_V7_3	35704534	35825042
Smp_159860	SM_V7_3	35620836	35667624
Smp_159890	SM_V7_3	35536827	35584562
Smp_159910	SM_V7_3	1476086	1491011
Smp_159930	SM_V7_3	1542903	1555872
Smp_159940	SM_V7_3	1560165	1567846
Smp_159950	SM_V7_3	1586973	1608665
Smp_159990	SM_V7_3	1806759	1947246
Smp_160000	SM_V7_3	1958420	1990640
Smp_160070	SM_V7_5	15073744	15141382
Smp_160090	SM_V7_5	14977946	15006166
Smp_160100	SM_V7_5	14879516	14888501
Smp_160140	SM_V7_5	14606141	14636066
Smp_160160	SM_V7_5	14488810	14520426
Smp_160170	SM_V7_4	32777114	32803172
Smp_160180	SM_V7_4	32601050	32618092
Smp_160190	SM_V7_4	32588390	32600061
Smp_160210	SM_V7_4	32922181	32958118
Smp_160250	SM_V7_6	17515708	17516983
Smp_160270	SM_V7_ZW	82430939	82447361
Smp_160290	SM_V7_ZW	82470789	82481675
Smp_160320	SM_V7_ZW	82601011	82646985
Smp_160340	SM_V7_ZW	82704553	82712849
Smp_160360	SM_V7_ZW	86225419	86258388
Smp_160370	SM_V7_ZW	86161259	86207965
Smp_160410	SM_V7_1	4426686	4437244
Smp_160460	SM_V7_1	4577133	4686644
Smp_160490	SM_V7_1	4869038	4930382
Smp_160530	SM_V7_5	510322	521642
Smp_160540	SM_V7_5	649512	659226
Smp_160590	SM_V7_3	23753179	23783242
Smp_160600	SM_V7_3	23920457	23943172
Smp_160610	SM_V7_3	24037853	24052027
Smp_160670	SM_V7_4	30245614	30271687
Smp_160700	SM_V7_4	30158393	30188362
Smp_160710	SM_V7_1	60651962	60687707
Smp_160730	SM_V7_1	60567122	60583187
Smp_160760	SM_V7_1	60351462	60383891
Smp_160780	SM_V7_1	60264746	60322397
Smp_160800	SM_V7_1	31862204	31868526
Smp_160810	SM_V7_1	31876519	31889184
Smp_160820	SM_V7_1	31898038	31945483
Smp_160830	SM_V7_1	31970648	31999044
Smp_160850	SM_V7_1	32029428	32063652
Smp_160870	SM_V7_1	32179585	32194672
Smp_160880	SM_V7_1	32201666	32210229
Smp_160940	SM_V7_1	32356158	32369352
Smp_160950	SM_V7_1	32380061	32385882
Smp_160980	SM_V7_1	32540857	32541702
Smp_160990	SM_V7_1	32560768	32561613
Smp_161040	SM_V7_1	32711441	32720032
Smp_161060	SM_V7_1	32722357	32724834
Smp_161080	SM_V7_ZW	71160863	71211992
Smp_161110	SM_V7_ZW	70956629	71024932
Smp_161120	SM_V7_ZW	70822056	70864756
Smp_161130	SM_V7_ZW	70800815	70813266
Smp_161140	SM_V7_ZW	70753310	70799627
Smp_161160	SM_V7_ZW	70663400	70685864
Smp_161170	SM_V7_2	15593839	15617043
Smp_161210	SM_V7_2	15360017	15369271
Smp_161220	SM_V7_2	15302870	15330033
Smp_161240	SM_V7_2	15157286	15158042
Smp_161250	SM_V7_2	14986661	15031252
Smp_161290	SM_V7_2	14808802	14817842
Smp_161330	SM_V7_1	69902802	69913396
Smp_161350	SM_V7_1	70001746	70018398
Smp_161360	SM_V7_1	70091350	70105596
Smp_161370	SM_V7_1	70164965	70216709
Smp_161380	SM_V7_1	70268526	70327331
Smp_161390	SM_V7_1	70367328	70367648
Smp_161400	SM_V7_1	70592790	70639890
Smp_161450	SM_V7_1	71128810	71244782
Smp_161500	SM_V7_1	80556726	80600098
Smp_161510	SM_V7_1	80356296	80421926
Smp_161530	SM_V7_1	80165354	80199999
Smp_161540	SM_V7_1	80052946	80056337
Smp_161550	SM_V7_1	79992456	79999622
Smp_161560	SM_V7_1	79947486	79989645
Smp_161580	SM_V7_3	1090707	1102846
Smp_161650	SM_V7_3	593356	594249
Smp_161680	SM_V7_1	36120013	36168571
Smp_161690	SM_V7_1	36110688	36111521
Smp_161730	SM_V7_1	35924429	35940649
Smp_161750	SM_V7_1	35755876	35776220
Smp_161770	SM_V7_1	35720266	35721006
Smp_161790	SM_V7_1	35525926	35580476
Smp_161800	SM_V7_1	35490546	35517567
Smp_161820	SM_V7_1	35409725	35414012
Smp_161850	SM_V7_1	35325959	35360146
Smp_161870	SM_V7_1	35124523	35128328
Smp_161880	SM_V7_ZW	76905399	76906528
Smp_161960	SM_V7_1	15208434	15213238
Smp_161970	SM_V7_1	15213240	15253389
Smp_161980	SM_V7_1	15275335	15307020
Smp_162000	SM_V7_1	14856967	14986882
Smp_162010	SM_V7_1	14768046	14822409
Smp_162030	SM_V7_1	14718776	14749920
Smp_162040	SM_V7_1	14688499	14710592
Smp_162060	SM_V7_1	14521986	14570421
Smp_162070	SM_V7_3	37227680	37227901
Smp_162080	SM_V7_3	15930804	15951856
Smp_162100	SM_V7_3	15822282	15850268
Smp_162110	SM_V7_3	15647722	15687999
Smp_162180	SM_V7_6	2003639	2026936
Smp_162210	SM_V7_6	2136063	2165228
Smp_162220	SM_V7_6	2173417	2199988
Smp_162230	SM_V7_6	2271337	2325096
Smp_162240	SM_V7_6	2346919	2356789
Smp_162250	SM_V7_6	2359401	2417346
Smp_162260	SM_V7_6	2424780	2448535
Smp_162280	SM_V7_6	2476848	2494086
Smp_162290	SM_V7_6	2527710	2549035
Smp_162300	SM_V7_6	2568699	2571942
Smp_162310	SM_V7_6	2729167	2745055
Smp_162340	SM_V7_ZW	64559474	64630900
Smp_162350	SM_V7_ZW	64703208	64712653
Smp_162360	SM_V7_ZW	64350024	64352840
