Gene_ID_mans,First_Base_GFF_mans,Scaffold_ID_jap,Scaffold_BlatBestloc_jap,Depth_40640_jap_Picardetal2018,Depth_40641_jap_Picardetal2018,Coverage_Assignment_jap_Picardetal2018,FST_jap
Smp_315990,28533326,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_311890,28545672,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_171880,28556472,SJC_S000943,Z,35,17,Z,n.a.
Smp_171870,28634841,SJC_S004485,Z,38,19,Z,n.a.
Smp_171860,28681311,SJC_S002840,Z,31,15,Z,n.a.
Smp_322590,28769211,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322610,28790800,SJC_S001346,Z,34,17,Z,n.a.
Smp_091010,28795298,SJC_S001346,Z,34,17,Z,n.a.
Smp_244940,28805680,SJC_S000441,Z,36,18,Z,n.a.
Smp_053470,28857310,SJC_S000441,Z,36,18,Z,n.a.
Smp_304800,28865374,SJC_S000441,Z,36,18,Z,n.a.
Smp_053430,28908750,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_053420,28935020,SJC_S002080,Z,33,16,Z,n.a.
Smp_243150,28965302,SJC_S008140,Z,38,19,Z,n.a.
Smp_174310,29108851,SJC_S004438,Z,35,17,Z,n.a.
Smp_095130,29149730,SJC_S000005,SM_V7_2,34,33,Autosome,0.33461113968254
Smp_095140,29157310,SJC_S003984,Z,31,24,Autosome,n.a.
Smp_095150,29172720,SJC_S014397,Z,32,16,Z,n.a.
Smp_174320,29250233,SJC_S004847,Z,35,16,Z,n.a.
Smp_095190,29288647,SJC_S003979,Excluded,33,15,Z,n.a.
Smp_174350,29342659,SJC_S025679,Z,33,15,Z,n.a.
Smp_330650,29372913,SJC_S005535,Z,34,16,Z,n.a.
Smp_127270,29415863,SJC_S001797,Z,31,15,Z,n.a.
Smp_009690,29454011,SJC_S008728,Z,34,16,Z,n.a.
Smp_127280,29469243,SJC_S003258,Z,33,14,Z,n.a.
Smp_304840,29518516,SJC_S001797,Z,31,15,Z,n.a.
Smp_346520,29570236,SJC_S003585,Excluded,35,17,Z,n.a.
Smp_019620,29628826,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_019630,29642896,SJC_S007954,Excluded,29,15,Z,n.a.
Smp_019640,29679136,SJC_S002192,Excluded,30,15,Z,n.a.
Smp_304860,29685647,SJC_S001183,Excluded,37,19,Z,n.a.
Smp_304870,29735703,SJC_S014200,Z,36,15,Z,n.a.
Smp_019680,29780606,SJC_S001183,Excluded,37,19,Z,n.a.
Smp_019690,29796097,SJC_S011451,Z,n.a.,n.a.,n.a.,n.a.
Smp_132930,29806078,SJC_S007710,Z,32,15,Z,n.a.
Smp_019730,29919199,SJC_S000598,Z,34,15,Z,n.a.
Smp_132940,29930073,SJC_S008144,Z,35,18,Z,n.a.
Smp_019750,29956244,SJC_S002991,Z,30,15,Z,n.a.
Smp_019760,29963253,SJC_S002991,Z,30,15,Z,n.a.
Smp_322640,30018623,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_342720,30033185,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_132960,30048680,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_342730,30053613,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_342740,30059043,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_132990,30098970,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_019790,30122693,SJC_S001848,Z,63,30,Z,n.a.
Smp_304880,30190043,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_093830,30224094,SJC_S000781,Excluded,36,17,Z,n.a.
Smp_093820,30238713,SJC_S008134,Z,36,17,Z,n.a.
Smp_192230,30275682,SJC_S001753,SM_V7_3,38,36,Autosome,-0.0277358175
Smp_304890,30287233,SJC_S002517,Z,47,25,Z,n.a.
Smp_019840,30313484,SJC_S001848,Z,63,30,Z,n.a.
Smp_019820,30362583,SJC_S000779,Z,36,19,Z,-0.0797925
Smp_322650,30373684,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_172660,30402723,SJC_S000779,Z,36,19,Z,-0.0797925
Smp_158050,30462783,SJC_S004087,Z,50,26,Z,n.a.
Smp_066410,30491414,SJC_S004087,Z,50,26,Z,n.a.
Smp_037690,30555259,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_037700,30569623,SJC_S004474,Z,39,19,Z,n.a.
Smp_335050,30573870,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_066430,30588583,SJC_S000438,Z,36,18,Z,n.a.
Smp_267280,30633909,SJC_S000438,Z,36,18,Z,n.a.
Smp_158030,30700718,SJC_S014316,Z,39,20,Z,n.a.
Smp_194240,30735264,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_121130,30761066,SJC_S005637,Z,30,18,Ambiguous,n.a.
Smp_121140,30771181,SJC_S000194,SM_V7_1,35,30,Autosome,0.0410031333333333
Smp_121190,30807363,SJC_S009218,Z,61,28,Z,n.a.
Smp_332970,30842133,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_194280,30878813,SJC_S001712,Z,35,17,Z,n.a.
Smp_194290,30895470,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_121160,30913230,SJC_S000438,Z,36,18,Z,n.a.
Smp_194270,30948993,SJC_S001278,Z,39,19,Z,n.a.
Smp_203480,31019654,SJC_S001938,Excluded,37,19,Z,n.a.
Smp_304900,31038523,SJC_S003801,Z,40,19,Z,n.a.
Smp_304910,31042103,SJC_S003801,Z,40,19,Z,n.a.
Smp_346720,31070376,SJC_S001101,Z,37,18,Z,n.a.
Smp_244920,31097853,SJC_S001539,Z,30,15,Z,n.a.
Smp_209050,31133373,SJC_S002425,Z,30,15,Z,n.a.
Smp_165540,31151383,SJC_S002499,Z,39,21,Z,n.a.
Smp_080520,31164733,SJC_S008094,Z,40,23,Ambiguous,n.a.
Smp_080530,31183964,SJC_S002499,Z,39,21,Z,n.a.
Smp_165550,31212284,SJC_S002270,Excluded,32,16,Z,n.a.
Smp_080550,31251315,SJC_S000213,Z,38,17,Z,n.a.
Smp_080560,31271212,SJC_S028041,Z,32,15,Z,n.a.
Smp_165560,31297840,SJC_S000213,Z,38,17,Z,n.a.
Smp_165570,31324655,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_165580,31336824,SJC_S008660,Z,29,12,Z,n.a.
Smp_180060,31387334,SJC_S001045,Z,42,21,Z,n.a.
Smp_103740,31406204,SJC_S001045,Z,42,21,Z,n.a.
Smp_119110,31442731,SJC_S000213,Z,38,17,Z,n.a.
Smp_078400,31516665,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322680,31551856,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245000,31556874,SJC_S000213,Z,38,17,Z,n.a.
Smp_322690,31588155,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_145630,31622204,SJC_S025610,Z,43,16,Z,n.a.
Smp_145650,31642125,SJC_S000213,Z,38,17,Z,n.a.
Smp_145640,31679984,SJC_S000213,Z,38,17,Z,n.a.
Smp_145620,31738934,SJC_S000213,Z,38,17,Z,n.a.
Smp_043500,31762660,SJC_S027815,Z,32,15,Z,n.a.
Smp_145610,31803067,SJC_S001278,Z,39,19,Z,n.a.
Smp_145600,31859276,SJC_S001278,Z,39,19,Z,n.a.
Smp_244900,31905788,SJC_S000700,Z,31,15,Z,n.a.
Smp_343860,31925252,SJC_S001983,Z,33,15,Z,n.a.
Smp_145580,31941589,SJC_S001983,Z,33,15,Z,n.a.
Smp_100350,31955277,SJC_S024572,Z,34,21,Ambiguous,n.a.
Smp_145560,31962665,SJC_S000700,Z,31,15,Z,n.a.
Smp_043390,31993924,SJC_S007484,Z,61,30,Z,n.a.
Smp_145550,32020668,SJC_S002356,Z,34,17,Z,n.a.
Smp_322700,32039027,SJC_S008734,Z,37,18,Z,n.a.
Smp_322710,32109327,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_331790,32117320,SJC_S007798,Z,36,18,Z,n.a.
Smp_093930,32167338,SJC_S005412,Z,31,15,Z,n.a.
Smp_093920,32268206,SJC_S024402,Z,38,23,Ambiguous,n.a.
Smp_173580,32289416,SJC_S001990,Z,34,17,Z,n.a.
Smp_304960,32352366,SJC_S027502,Z,30,16,Z,n.a.
Smp_304970,32361886,SJC_S000721,Z,66,31,Z,n.a.
Smp_094950,32379620,SJC_S000721,Z,66,31,Z,n.a.
Smp_346260,32409290,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_094980,32429676,SJC_S027746,Z,34,19,Ambiguous,n.a.
Smp_174220,32458329,SJC_S000783,Z,31,16,Z,n.a.
Smp_341580,32487254,SJC_S000783,Z,31,16,Z,n.a.
Smp_095010,32510039,SJC_S001486,Z,34,17,Z,n.a.
Smp_174230,32557106,SJC_S000783,Z,31,16,Z,n.a.
Smp_107200,32659913,SJC_S001564,Z,39,19,Z,n.a.
Smp_011960,32724957,SJC_S002725,Z,34,16,Z,n.a.
Smp_128560,32775036,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_203500,32785176,SJC_S007860,Z,34,15,Z,n.a.
Smp_342370,32808566,SJC_S007625,Z,32,14,Z,n.a.
Smp_128570,32848517,SJC_S002313,Z,27,15,Z,n.a.
Smp_011980,32889964,SJC_S001026,Z,35,22,Ambiguous,0.0980406
Smp_011990,32908536,SJC_S003580,Z,34,15,Z,n.a.
Smp_012000,32951858,SJC_S025897,Z,33,16,Z,n.a.
Smp_337150,33000740,SJC_S004838,Z,31,14,Z,n.a.
Smp_012030,33045996,SJC_S023768,Z,36,19,Z,n.a.
Smp_128600,33076276,SJC_S001497,Z,46,21,Z,n.a.
Smp_012050,33125355,SJC_S001697,Z,30,15,Z,n.a.
Smp_128610,33125876,SJC_S001697,Z,30,15,Z,n.a.
Smp_012070,33138546,SJC_S000698,Z,53,29,Z,-0.0280745
Smp_244860,33143936,SJC_S000698,Z,53,29,Z,-0.0280745
Smp_322720,33169474,SJC_S000698,Z,53,29,Z,-0.0280745
Smp_012110,33200426,SJC_S003483,Z,35,22,Ambiguous,n.a.
Smp_128630,33206297,SJC_S002429,Z,35,19,Z,n.a.
Smp_342380,33227496,SJC_S007280,Z,36,15,Z,n.a.
Smp_128650,33272836,SJC_S001068,Z,34,17,Z,n.a.
Smp_012150,33281965,SJC_S001068,Z,34,17,Z,n.a.
Smp_128660,33312170,SJC_S003808,Excluded,40,20,Z,n.a.
Smp_302880,33365649,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_128680,33417800,SJC_S026309,Z,45,21,Z,n.a.
Smp_012200,33467280,SJC_S000877,Z,31,16,Z,n.a.
Smp_128690,33474541,SJC_S000877,Z,31,16,Z,n.a.
Smp_322730,33524493,SJC_S000003,PAR,37,35,Autosome,-0.0122016173652174
Smp_337290,33541796,SJC_S000003,PAR,37,35,Autosome,-0.0122016173652174
Smp_244840,33561600,SJC_S020520,Z,23,13,Ambiguous,n.a.
Smp_128330,33610105,SJC_S002439,Z,35,17,Z,n.a.
Smp_128340,33644110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_128350,33685150,SJC_S002226,Z,33,15,Z,n.a.
Smp_128360,33723720,SJC_S007565,Z,34,17,Z,n.a.
Smp_128370,33785045,SJC_S000880,Z,35,16,Z,n.a.
Smp_011560,33868030,SJC_S000880,Z,35,16,Z,n.a.
Smp_011570,33908965,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_190020,33915305,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_213240,33952546,SJC_S001555,Z,35,19,Z,n.a.
Smp_214240,33975051,SJC_S001555,Z,35,19,Z,n.a.
Smp_128390,33982486,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_011640,34038205,SJC_S000017,PAR,33,28,Autosome,0.439980451515152
Smp_011660,34077165,SJC_S002288,Excluded,34,17,Z,n.a.
Smp_011680,34185179,SJC_S000750,Z,33,14,Z,n.a.
Smp_011700,34303455,SJC_S002742,Z,35,17,Z,n.a.
Smp_011710,34360474,SJC_S025624,Z,37,18,Z,n.a.
Smp_102840,34402558,SJC_S000746,Excluded,34,17,Z,n.a.
Smp_179460,34415659,SJC_S000746,Excluded,34,17,Z,n.a.
Smp_011720,34428298,SJC_S000649,Z,36,19,Z,n.a.
Smp_128420,34438096,SJC_S000649,Z,36,19,Z,n.a.
Smp_305030,34451158,SJC_S013821,Z,37,16,Z,n.a.
Smp_131170,34471112,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_204120,34477028,SJC_S001746,Z,31,16,Z,n.a.
Smp_128430,34500178,SJC_S000746,Excluded,34,17,Z,n.a.
Smp_128440,34531068,SJC_S000698,Z,53,29,Z,-0.0280745
Smp_347650,34583763,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322770,34636282,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_011830,34655838,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322780,34671819,SJC_S000594,Z,34,16,Z,n.a.
Smp_128480,34684332,SJC_S000594,Z,34,16,Z,n.a.
Smp_011860,34753966,SJC_S000500,Z,34,17,Z,n.a.
Smp_011870,34769889,SJC_S000500,Z,34,17,Z,n.a.
Smp_347640,34771091,SJC_S000602,Z,30,15,Z,n.a.
Smp_154390,34874409,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_059930,34882547,SJC_S000602,Z,30,15,Z,n.a.
Smp_059920,34914230,SJC_S026280,Z,36,21,Ambiguous,n.a.
Smp_059910,34931287,SJC_S013925,Z,31,15,Z,n.a.
Smp_154370,34958327,SJC_S002198,Z,33,13,Z,n.a.
Smp_244750,34971296,SJC_S000594,Z,34,16,Z,n.a.
Smp_059880,35027166,SJC_S000594,Z,34,16,Z,n.a.
Smp_059870,35039640,SJC_S000594,Z,34,16,Z,n.a.
Smp_322800,35067886,SJC_S000594,Z,34,16,Z,n.a.
Smp_133740,35104389,SJC_S000594,Z,34,16,Z,n.a.
Smp_342810,35159344,SJC_S001445,Z,31,15,Z,n.a.
Smp_204150,35163551,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_021370,35201734,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_316530,35226074,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_021390,35245574,SJC_S002074,Z,30,13,Z,n.a.
Smp_133770,35291594,SJC_S003008,Z,33,15,Z,n.a.
Smp_133790,35320294,SJC_S001113,Z,32,17,Z,n.a.
Smp_322810,35371244,SJC_S001936,Z,35,16,Z,n.a.
Smp_322820,35384943,SJC_S001936,Z,35,16,Z,n.a.
Smp_322830,35389845,SJC_S001936,Z,35,16,Z,n.a.
Smp_133800,35402759,SJC_S005373,Z,34,16,Z,n.a.
Smp_322840,35422857,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_021460,35434911,SJC_S004292,Z,34,17,Z,n.a.
Smp_266980,35473876,SJC_S000076,SM_V7_1,35,30,Autosome,0.00144993660714286
Smp_021730,35506276,SJC_S000076,SM_V7_1,35,30,Autosome,0.00144993660714286
Smp_212200,35522536,SJC_S003292,Z,59,27,Z,n.a.
Smp_322850,35552246,SJC_S003292,Z,59,27,Z,n.a.
Smp_347330,35607338,SJC_S000076,SM_V7_1,35,30,Autosome,0.00144993660714286
Smp_180190,35710817,SJC_S002394,Z,36,18,Z,n.a.
Smp_180180,35760471,SJC_S000693,Excluded,35,34,Autosome,0.534664
Smp_316540,35774914,SJC_S000693,Excluded,35,34,Autosome,0.534664
Smp_322870,35783808,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322880,35835558,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322890,35839499,SJC_S000693,Excluded,35,34,Autosome,0.534664
Smp_103920,35862366,SJC_S001240,Z,33,16,Z,n.a.
Smp_103930,35872599,SJC_S004781,Z,36,19,Z,n.a.
Smp_103470,35897764,SJC_S003901,Z,30,16,Z,n.a.
Smp_103460,35904035,SJC_S001027,Z,63,35,Z,n.a.
Smp_179890,35938874,SJC_S001027,Z,63,35,Z,n.a.
Smp_302920,35950802,SJC_S026704,Z,34,18,Z,n.a.
Smp_322900,35953464,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_103430,35995823,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_210650,36028365,SJC_S002087,Z,49,24,Z,n.a.
Smp_116360,36053959,SJC_S000034,SM_V7_2,34,31,Autosome,0.00981778385074627
Smp_305050,36073301,SJC_S003207,Z,32,15,Z,n.a.
Smp_305060,36137805,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322910,36163936,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_305070,36172364,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_059360,36205117,SJC_S002537,Z,38,19,Z,n.a.
Smp_059350,36230854,SJC_S002537,Z,38,19,Z,n.a.
Smp_059340,36240045,SJC_S027827,Z,34,18,Z,n.a.
Smp_322920,36252573,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_154040,36260904,SJC_S001027,Z,63,35,Z,n.a.
Smp_078040,36281882,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_114870,36284787,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_092580,36293876,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_092570,36295604,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_179200,36307048,SJC_S027142,Z,34,13,Z,n.a.
Smp_322930,36314536,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_154000,36331261,SJC_S007856,Z,45,22,Z,n.a.
Smp_333030,36372182,SJC_S007857,Z,30,16,Z,n.a.
Smp_059240,36403983,SJC_S010120,Z,30,16,Z,n.a.
Smp_157910,36407736,SJC_S000124,SM_V7_1,33,27,Autosome,-0.0146209
Smp_341060,36447982,SJC_S000124,SM_V7_1,33,27,Autosome,-0.0146209
Smp_079050,36488212,SJC_S000124,SM_V7_1,33,27,Autosome,-0.0146209
Smp_164740,36522231,SJC_S007626,Z,32,12,Z,n.a.
Smp_164750,36545756,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_164760,36557172,SJC_S003722,Z,35,17,Z,n.a.
Smp_345560,36589507,SJC_S013936,Z,34,15,Z,n.a.
Smp_333040,36644762,SJC_S003830,Z,36,18,Z,n.a.
Smp_345570,36671586,SJC_S001488,Z,35,18,Z,n.a.
Smp_304360,36891409,SJC_S013691,Z,33,16,Z,n.a.
Smp_172270,36917023,SJC_S001431,Z,36,19,Z,n.a.
Smp_091790,36960949,SJC_S028131,Excluded,33,19,Ambiguous,n.a.
Smp_341550,36997182,SJC_S028131,Excluded,33,19,Ambiguous,n.a.
Smp_189960,37027939,SJC_S002354,Z,40,20,Z,n.a.
Smp_091820,37100255,SJC_S002211,Excluded,28,13,Z,n.a.
Smp_091840,37155419,SJC_S008506,Z,30,15,Z,n.a.
Smp_091850,37181435,SJC_S002997,Z,34,16,Z,n.a.
Smp_201210,37211019,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_305100,37229542,SJC_S003966,Z,34,19,Ambiguous,n.a.
Smp_305110,37292442,SJC_S027845,Z,32,15,Z,n.a.
Smp_322940,37315822,SJC_S002320,Z,33,14,Z,n.a.
Smp_172280,37340071,SJC_S002926,Z,38,18,Z,n.a.
Smp_346090,37377224,SJC_S003803,Z,33,16,Z,n.a.
Smp_120020,37416955,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_345770,37455343,SJC_S007946,Z,31,15,Z,n.a.
Smp_084740,37483012,SJC_S000573,Z,31,24,Autosome,0.0252282906451613
Smp_335710,37501332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_241960,37560728,SJC_S003782,Z,31,15,Z,n.a.
Smp_201220,37612612,SJC_S002456,Excluded,27,19,Ambiguous,-0.0428258
Smp_305120,37668468,SJC_S004038,Z,30,13,Z,n.a.
Smp_316550,37777106,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_305130,37782467,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_165850,37788417,SJC_S001588,Z,34,17,Z,n.a.
Smp_165840,37851930,SJC_S000599,Z,42,22,Z,n.a.
Smp_165830,37871280,SJC_S001588,Z,34,17,Z,n.a.
Smp_165820,37887267,SJC_S002450,Z,35,17,Z,n.a.
Smp_080980,37983116,SJC_S000143,SM_V7_1,37,32,Autosome,0.00515866882352941
Smp_244710,38007457,SJC_S002041,Z,33,13,Z,n.a.
Smp_347630,38060557,SJC_S026135,Z,32,16,Z,n.a.
Smp_165790,38104722,SJC_S001100,Z,39,19,Z,n.a.
Smp_165780,38126542,SJC_S000835,SM_V7_1,37,29,Autosome,0.0995971
Smp_333050,38153645,SJC_S001431,Z,36,19,Z,n.a.
Smp_080920,38211038,SJC_S001162,Z,57,28,Z,n.a.
Smp_159120,38232297,SJC_S001162,Z,57,28,Z,n.a.
Smp_159130,38265585,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_159110,38282237,SJC_S000886,Z,51,25,Z,n.a.
Smp_322950,38321977,SJC_S001515,Z,33,16,Z,n.a.
Smp_093740,38350085,SJC_S002618,Z,30,15,Z,n.a.
Smp_093750,38379142,SJC_S000886,Z,51,25,Z,n.a.
Smp_335080,38392636,SJC_S001515,Z,33,16,Z,n.a.
Smp_334400,38392646,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_191160,38408126,SJC_S008139,Z,36,18,Z,n.a.
Smp_068300,38430744,SJC_S008139,Z,36,18,Z,n.a.
Smp_068280,38454437,SJC_S000929,Z,41,20,Z,n.a.
Smp_068270,38492870,SJC_S000780,Z,30,15,Z,n.a.
Smp_068250,38537836,SJC_S000440,Z,36,18,Z,n.a.
Smp_068240,38551381,SJC_S000440,Z,36,18,Z,n.a.
Smp_159100,38616485,SJC_S023770,Z,34,16,Z,n.a.
Smp_068220,38663936,SJC_S004004,Z,36,19,Z,n.a.
Smp_322970,38679116,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_159090,38683837,SJC_S003465,Z,31,13,Z,n.a.
Smp_204160,38750616,SJC_S018551,Z,24,12,Z,n.a.
Smp_101970,38778959,SJC_S001573,Z,37,18,Z,0.109157
Smp_178780,38803992,SJC_S020799,Z,32,15,Z,n.a.
Smp_165260,38865972,SJC_S004302,Excluded,35,17,Z,n.a.
Smp_341330,38920242,SJC_S000440,Z,36,18,Z,n.a.
Smp_242440,38942546,SJC_S000440,Z,36,18,Z,n.a.
Smp_165230,38996481,SJC_S001492,Z,37,17,Z,n.a.
Smp_079970,39082364,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_079960,39097332,SJC_S002317,Z,34,19,Ambiguous,n.a.
Smp_079950,39135459,SJC_S004440,Z,35,17,Z,n.a.
Smp_165220,39169061,SJC_S000565,Z,37,18,Z,n.a.
Smp_079910,39196181,SJC_S002796,Z,39,17,Z,n.a.
Smp_079920,39227202,SJC_S000565,Z,37,18,Z,n.a.
Smp_132850,39252686,SJC_S000376,SM_V7_1,100,78,Autosome,0.00565837114285714
Smp_210550,39282462,SJC_S000565,Z,37,18,Z,n.a.
Smp_210540,39323406,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_203600,39334027,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322980,39358676,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_132870,39371744,SJC_S003837,Z,41,22,Z,n.a.
Smp_210970,39402420,SJC_S003540,Z,32,16,Z,n.a.
Smp_210960,39429926,SJC_S008073,Z,33,19,Ambiguous,n.a.
Smp_132900,39435757,SJC_S000807,Z,35,17,Z,n.a.
Smp_173550,39456717,SJC_S008078,Z,38,16,Z,n.a.
Smp_180070,39502116,SJC_S001593,Z,34,16,Z,n.a.
Smp_212900,39517391,SJC_S003885,Z,32,16,Z,n.a.
Smp_210580,39590536,SJC_S000807,Z,35,17,Z,n.a.
Smp_322990,39607255,SJC_S000807,Z,35,17,Z,n.a.
Smp_179720,39615346,SJC_S000807,Z,35,17,Z,n.a.
Smp_174090,39705374,SJC_S000807,Z,35,17,Z,n.a.
Smp_094760,39745974,SJC_S003540,Z,32,16,Z,n.a.
Smp_094770,39755040,SJC_S000552,SM_V7_5,32,30,Autosome,0.180309836231884
Smp_174110,39761374,SJC_S007292,Z,32,16,Z,n.a.
Smp_174130,39853732,SJC_S000651,Z,34,17,Z,n.a.
Smp_094810,39857666,SJC_S000651,Z,34,17,Z,n.a.
Smp_094820,39884145,SJC_S000879,Z,35,17,Z,n.a.
Smp_174060,39912394,SJC_S024998,Z,34,15,Z,n.a.
Smp_210860,39932344,SJC_S025785,Z,33,15,Z,n.a.
Smp_214290,40016542,SJC_S000651,Z,34,17,Z,n.a.
Smp_305210,40042494,SJC_S008141,Z,37,18,Z,n.a.
Smp_088090,40087799,SJC_S008378,Z,31,15,Z,n.a.
Smp_244610,40098284,SJC_S004006,Z,31,15,Z,n.a.
Smp_244620,40142634,SJC_S004006,Z,31,15,Z,n.a.
Smp_244630,40222454,SJC_S003874,Z,30,15,Z,n.a.
Smp_335720,40327471,SJC_S002068,Z,32,16,Z,n.a.
Smp_170060,40339388,SJC_S000178,SM_V7_1,36,31,Autosome,-0.03922846
Smp_305220,40366448,SJC_S002378,Z,37,20,Z,n.a.
Smp_170030,40393498,SJC_S000500,Z,34,17,Z,n.a.
Smp_170020,40436326,SJC_S002951,Z,30,14,Z,n.a.
Smp_173900,40462711,SJC_S000565,Z,37,18,Z,n.a.
Smp_173910,40495856,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_094470,40501774,SJC_S000565,Z,37,18,Z,n.a.
Smp_094480,40515428,SJC_S002317,Z,34,19,Ambiguous,n.a.
Smp_173920,40528869,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_244640,40549208,SJC_S001210,Z,34,16,Z,n.a.
Smp_244650,40559548,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_172810,40645145,SJC_S002444,Z,31,14,Z,n.a.
Smp_244680,40735172,SJC_S025765,Z,37,19,Z,n.a.
Smp_244690,40791628,SJC_S008420,Z,31,15,Z,n.a.
Smp_180000,40881163,SJC_S001674,Excluded,33,17,Z,n.a.
Smp_193440,40978206,SJC_S001674,Excluded,33,17,Z,n.a.
Smp_103090,40997515,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_103100,41005511,SJC_S001588,Z,34,17,Z,n.a.
Smp_179620,41027803,SJC_S003218,Z,31,16,Z,n.a.
Smp_179610,41041015,SJC_S001871,Z,30,15,Z,n.a.
Smp_203580,41078662,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_179600,41085525,SJC_S027817,Z,37,18,Z,n.a.
Smp_194830,41096939,SJC_S000174,SM_V7_2,34,30,Autosome,0.111544590808511
Smp_165470,41109643,SJC_S001363,Z,33,17,Z,n.a.
Smp_080420,41183253,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_165460,41210911,SJC_S001363,Z,33,17,Z,n.a.
Smp_165450,41228252,SJC_S000966,SM_V7_3,34,32,Autosome,-0.052105622
Smp_165440,41264832,SJC_S001558,Z,30,14,Z,-0.0652991
Smp_165430,41399569,SJC_S007742,Z,34,16,Z,n.a.
Smp_080370,41462543,SJC_S004713,Z,32,15,Z,n.a.
Smp_242450,41473394,SJC_S001791,Z,45,22,Z,0.0434317
